subject_id,cell_id,file_name,file_path,recording_duration_s,channel,channel_units,analysis,scope,trial_index,trial_count,sampling_rate,absolute_peak_mv_mean,absolute_peak_mv_std,adp_amplitude_mean,adp_amplitude_std,ahp_duration_half_mean,ahp_duration_half_std,amplitude_mean,amplitude_std,ap_threshold_mean,ap_threshold_std,conductance_us,decay_time_90_10_mean,decay_time_90_10_std,fahp_depth_mean,fahp_depth_std,half_width_mean,half_width_std,mahp_depth_mean,mahp_depth_std,max_dvdt_mean,max_dvdt_std,mean_freq_hz,min_dvdt_mean,min_dvdt_std,module_used,overshoot_mv_mean,overshoot_mv_std,parameters,rin_error,rin_mohm,rise_time_10_90_mean,rise_time_10_90_std,rmp_drift_rate_mv_per_sweep,rmp_mv,rmp_mv_minus_sd,rmp_mv_plus_sd,rmp_per_sweep,rmp_std,spike_count,spike_indices,spike_times,spike_voltages,sweep_indices,threshold,batch_timestamp,_parameters_obj,_raw_arrays,_rmp_per_sweep_obj,_spike_indices_raw,_spike_times_raw,_spike_voltages_raw,_sweep_indices_obj
,,2023_04_11_0021.abf,/Users/anzalks/PycharmProjects/Synaptipy/examples/data/2023_04_11_0021.abf,0.5,IN0,mV,rin_analysis,all_trials,18,20,20000.0,,,,,,,,,,,,,,,,,,,,,,,,,passive_properties,,,,Current amplitude and Voltage step are zero,,,,,,,,,,,,,,,,2026-06-14T14:55:27.670651,,,,,,,
,,2023_04_11_0021.abf,/Users/anzalks/PycharmProjects/Synaptipy/examples/data/2023_04_11_0021.abf,0.5,IN0,mV,rin_analysis,all_trials,19,20,20000.0,,,,,,,,,,,,,,,,,,,,,,,,,passive_properties,,,,Current amplitude and Voltage step are zero,,,,,,,,,,,,,,,,2026-06-14T14:55:27.670651,,,,,,,
,,2023_04_11_0021.abf,/Users/anzalks/PycharmProjects/Synaptipy/examples/data/2023_04_11_0021.abf,0.5,IN0,mV,spike_detection,all_trials,0,20,20000.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,single_spike,,,dict,,,,,,,,,,,0.0,[],[],[],,-20.0,2026-06-14T14:55:27.670651,"{'threshold': -20.0, 'refractory_period': 0.002, 'peak_search_window': 0.005, 'dvdt_threshold': 20.0, 'ahp_window': 0.05, 'onset_lookback': 0.01}","{'spike_times': array([], dtype=float64)}",,,,,
,,2023_04_11_0021.abf,/Users/anzalks/PycharmProjects/Synaptipy/examples/data/2023_04_11_0021.abf,0.5,IN0,mV,spike_detection,all_trials,1,20,20000.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,single_spike,,,dict,,,,,,,,,,,0.0,[],[],[],,-20.0,2026-06-14T14:55:27.670651,"{'threshold': -20.0, 'refractory_period': 0.002, 'peak_search_window': 0.005, 'dvdt_threshold': 20.0, 'ahp_window': 0.05, 'onset_lookback': 0.01}","{'spike_times': array([], dtype=float64)}",,,,,
,,2023_04_11_0021.abf,/Users/anzalks/PycharmProjects/Synaptipy/examples/data/2023_04_11_0021.abf,0.5,IN0,mV,spike_detection,all_trials,2,20,20000.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,single_spike,,,dict,,,,,,,,,,,0.0,[],[],[],,-20.0,2026-06-14T14:55:27.670651,"{'threshold': -20.0, 'refractory_period': 0.002, 'peak_search_window': 0.005, 'dvdt_threshold': 20.0, 'ahp_window': 0.05, 'onset_lookback': 0.01}","{'spike_times': array([], dtype=float64)}",,,,,
,,2023_04_11_0021.abf,/Users/anzalks/PycharmProjects/Synaptipy/examples/data/2023_04_11_0021.abf,0.5,IN0,mV,spike_detection,all_trials,3,20,20000.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,single_spike,,,dict,,,,,,,,,,,0.0,[],[],[],,-20.0,2026-06-14T14:55:27.670651,"{'threshold': -20.0, 'refractory_period': 0.002, 'peak_search_window': 0.005, 'dvdt_threshold': 20.0, 'ahp_window': 0.05, 'onset_lookback': 0.01}","{'spike_times': array([], dtype=float64)}",,,,,
,,2023_04_11_0021.abf,/Users/anzalks/PycharmProjects/Synaptipy/examples/data/2023_04_11_0021.abf,0.5,IN0,mV,spike_detection,all_trials,4,20,20000.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,single_spike,,,dict,,,,,,,,,,,0.0,[],[],[],,-20.0,2026-06-14T14:55:27.670651,"{'threshold': -20.0, 'refractory_period': 0.002, 'peak_search_window': 0.005, 'dvdt_threshold': 20.0, 'ahp_window': 0.05, 'onset_lookback': 0.01}","{'spike_times': array([], dtype=float64)}",,,,,
,,2023_04_11_0021.abf,/Users/anzalks/PycharmProjects/Synaptipy/examples/data/2023_04_11_0021.abf,0.5,IN0,mV,spike_detection,all_trials,5,20,20000.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,single_spike,,,dict,,,,,,,,,,,0.0,[],[],[],,-20.0,2026-06-14T14:55:27.670651,"{'threshold': -20.0, 'refractory_period': 0.002, 'peak_search_window': 0.005, 'dvdt_threshold': 20.0, 'ahp_window': 0.05, 'onset_lookback': 0.01}","{'spike_times': array([], dtype=float64)}",,,,,
,,2023_04_11_0021.abf,/Users/anzalks/PycharmProjects/Synaptipy/examples/data/2023_04_11_0021.abf,0.5,IN0,mV,spike_detection,all_trials,6,20,20000.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,single_spike,,,dict,,,,,,,,,,,0.0,[],[],[],,-20.0,2026-06-14T14:55:27.670651,"{'threshold': -20.0, 'refractory_period': 0.002, 'peak_search_window': 0.005, 'dvdt_threshold': 20.0, 'ahp_window': 0.05, 'onset_lookback': 0.01}","{'spike_times': array([], dtype=float64)}",,,,,
,,2023_04_11_0021.abf,/Users/anzalks/PycharmProjects/Synaptipy/examples/data/2023_04_11_0021.abf,0.5,IN0,mV,spike_detection,all_trials,7,20,20000.0,53.1158447265625,0.543212890625,0.29784584045410156,0.027353286743164062,,,84.51690673828125,3.17840576171875,-31.40106201171875,2.63519287109375,,0.675,0.02499999999999991,22.9248046875,2.130126953125,0.8,0.0,23.89678955078125,2.98004150390625,423.8739013671875,14.450073242187472,11.086474501108649,-105.77901204427083,2.0090738932291714,single_spike,53.1158447265625,0.543212890625,dict,,,0.15000000000000002,0.0,,,,,,,2.0,"[2496, 4300]","[0.12480000000000001, 0.215]","[53.6590576171875, 52.5726318359375]",,-20.0,2026-06-14T14:55:27.670651,"{'threshold': -20.0, 'refractory_period': 0.002, 'peak_search_window': 0.005, 'dvdt_threshold': 20.0, 'ahp_window': 0.05, 'onset_lookback': 0.01}","{'spike_times': array([0.1248, 0.215 ])}",,,,,
,,2023_04_11_0021.abf,/Users/anzalks/PycharmProjects/Synaptipy/examples/data/2023_04_11_0021.abf,0.5,IN0,mV,spike_detection,all_trials,8,20,20000.0,50.247955322265625,1.205172689226952,51.340556144714355,51.18826903526121,40.099999999999994,0.6500000000000021,72.74627685546875,2.759154050870889,-22.498321533203125,2.103702165652464,,0.6250000000000001,0.025000000000000022,30.298614501953125,2.036911034689242,0.7375,0.021650635094610984,30.828857421875,1.8712190912588784,374.9287923177083,20.737790280011943,19.98001998001998,-102.14996337890624,2.986562304784757,single_spike,50.247955322265625,1.205172689226952,dict,,,0.15000000000000002,0.0,,,,,,,4.0,"[2036, 2849, 3686, 5039]","[0.1018, 0.14245, 0.18430000000000002, 0.25195]","[51.86767578125, 50.7568359375, 49.7589111328125, 48.6083984375]",,-20.0,2026-06-14T14:55:27.670651,"{'threshold': -20.0, 'refractory_period': 0.002, 'peak_search_window': 0.005, 'dvdt_threshold': 20.0, 'ahp_window': 0.05, 'onset_lookback': 0.01}","{'spike_times': array([0.1018 , 0.14245, 0.1843 , 0.25195])}",,,,,
,,2023_04_11_0021.abf,/Users/anzalks/PycharmProjects/Synaptipy/examples/data/2023_04_11_0021.abf,0.5,IN0,mV,spike_detection,all_trials,9,20,20000.0,46.895345052083336,1.724131232635505,83.56570243835449,30.690381052601698,38.96,9.73274884089793,63.489278157552086,4.846981959930884,-16.59393310546875,3.6793690958443332,,0.5583333333333335,0.034359213546813865,34.830220540364586,3.7222953689623717,0.7000000000000002,0.04082482904638625,37.667338053385414,6.017074197957277,334.2539469401041,25.434927959247613,24.956326428749684,-99.72974989149304,3.2514201303663857,single_spike,46.895345052083336,1.724131232635505,dict,,,0.15000000000000002,0.0,,,,,,,6.0,n=6,"n=6, mean=0.1875, min=0.09675, max=0.2971","n=6, mean=46.9, min=44.73, max=49.53",,-20.0,2026-06-14T14:55:27.670651,"{'threshold': -20.0, 'refractory_period': 0.002, 'peak_search_window': 0.005, 'dvdt_threshold': 20.0, 'ahp_window': 0.05, 'onset_lookback': 0.01}","{'spike_times': array([0.09675, 0.11775, 0.16115, 0.2038 , 0.24855, 0.2971 ])}",,[1935 2355 3223 4076 4971 5942],[0.09675 0.11775 0.16115 0.2038  0.24855 0.2971 ],[49.53308  48.526    47.314453 45.932007 45.333862 44.732666],
,,2023_04_11_0021.abf,/Users/anzalks/PycharmProjects/Synaptipy/examples/data/2023_04_11_0021.abf,0.5,IN0,mV,spike_detection,all_trials,10,20,20000.0,44.5465087890625,1.8012337803141099,69.93826239449638,38.78920169613438,34.233333333333334,10.822533077899195,59.122140066964285,5.404971263228428,-14.575631277901786,4.111864305660618,,0.5428571428571429,0.04948716593053937,35.756138392857146,3.949779701208736,0.6857142857142858,0.034992710611188194,39.39601353236607,8.524905480190393,309.3625023251488,23.73408246826906,28.315243039169417,-95.69149925595238,3.1898681424090065,single_spike,44.5465087890625,1.8012337803141099,dict,,,0.15714285714285717,0.017496355305594125,,,,,,,7.0,n=7,"n=7, mean=0.1875, min=0.0912, max=0.3031","n=7, mean=44.55, min=42.16, max=47.41",,-20.0,2026-06-14T14:55:27.670651,"{'threshold': -20.0, 'refractory_period': 0.002, 'peak_search_window': 0.005, 'dvdt_threshold': 20.0, 'ahp_window': 0.05, 'onset_lookback': 0.01}","{'spike_times': array([0.0912 , 0.11215, 0.14205, 0.18825, 0.2129 , 0.2629 , 0.3031 ])}",,[1824 2243 2841 3765 4258 5258 6062],[0.0912  0.11215 0.14205 0.18825 0.2129  0.2629  0.3031 ],[47.41211  46.484375 45.355225 44.213867 43.322754 42.877197 42.160034],
,,2023_04_11_0021.abf,/Users/anzalks/PycharmProjects/Synaptipy/examples/data/2023_04_11_0021.abf,0.5,IN0,mV,spike_detection,all_trials,11,20,20000.0,42.89817810058594,1.976838657475102,82.03552722930908,25.95258298919026,26.435714285714287,7.927561068184585,55.81321716308594,4.136378656315852,-12.9150390625,3.0409005626600623,,0.5375,0.03307189138830741,36.68327331542969,2.9503258060620916,0.69375,0.029973947020704442,38.99116516113281,5.3004631816174435,292.39781697591144,27.13702430270396,36.34475597092419,-92.34619140625,4.911434210606459,single_spike,42.89817810058594,1.976838657475102,dict,,,0.15625000000000003,0.016535945694153686,,,,,,,8.0,n=8,"n=8, mean=0.1736, min=0.0869, max=0.2795","n=8, mean=42.9, min=40.3, max=46.47",,-20.0,2026-06-14T14:55:27.670651,"{'threshold': -20.0, 'refractory_period': 0.002, 'peak_search_window': 0.005, 'dvdt_threshold': 20.0, 'ahp_window': 0.05, 'onset_lookback': 0.01}","{'spike_times': array([0.0869 , 0.10145, 0.12545, 0.15475, 0.17535, 0.21525, 0.24985,
       0.2795 ])}",,[1738 2029 2509 3095 3507 4305 4997 5590],[0.0869  0.10145 0.12545 0.15475 0.17535 0.21525 0.24985 0.2795 ],"[46.472168 44.769287 44.036865 43.252563 41.937256 41.51001  40.908813
 40.298462]",
,,2023_04_11_0021.abf,/Users/anzalks/PycharmProjects/Synaptipy/examples/data/2023_04_11_0021.abf,0.5,IN0,mV,spike_detection,all_trials,12,20,20000.0,41.780598958333336,2.090225145311707,82.04121822781033,22.89040584722236,24.94375,6.368842001298196,57.326931423611114,4.3173987254129775,-15.546332465277779,2.5705950272277556,,0.5611111111111112,0.031426968052735475,33.392673068576386,1.9354248391436537,0.7055555555555555,0.015713484026367738,36.841837565104164,6.251459481116356,275.94559280960647,25.368579988312074,38.3601054902901,-89.69455295138889,5.382536356517615,single_spike,41.780598958333336,2.090225145311707,dict,,,0.17222222222222222,0.02484519974999766,,,,,,,9.0,n=9,"n=9, mean=0.1786, min=0.08435, max=0.2929","n=9, mean=41.78, min=39.01, max=45.64",,-20.0,2026-06-14T14:55:27.670651,"{'threshold': -20.0, 'refractory_period': 0.002, 'peak_search_window': 0.005, 'dvdt_threshold': 20.0, 'ahp_window': 0.05, 'onset_lookback': 0.01}","{'spike_times': array([0.08435, 0.0974 , 0.116  , 0.1444 , 0.17325, 0.20385, 0.23095,
       0.26465, 0.2929 ])}",,[1687 1948 2320 2888 3465 4077 4619 5293 5858],[0.08435 0.0974  0.116   0.1444  0.17325 0.20385 0.23095 0.26465 0.2929 ],"[45.639038 44.021606 43.21289  42.364502 41.506958 40.74707  39.923096
 39.596558 39.01367 ]",
,,2023_04_11_0021.abf,/Users/anzalks/PycharmProjects/Synaptipy/examples/data/2023_04_11_0021.abf,0.5,IN0,mV,spike_detection,all_trials,13,20,20000.0,41.092936197916664,2.070495169556137,81.26804224650066,22.575868281188896,24.618750000000002,7.483228643941064,55.105929904513886,4.783462571645648,-14.012993706597221,3.3569150296949166,,0.5555555555555557,0.04969039949999537,34.625583224826386,2.7365287913379444,0.7222222222222222,0.024845199749997684,37.44744194878472,6.029764579993304,270.15290436921293,27.25360045858562,38.85381253035454,-87.67361111111111,5.711816757433365,single_spike,41.092936197916664,2.070495169556137,dict,,,0.16666666666666669,0.023570226039551577,,,,,,,9.0,n=9,"n=9, mean=0.1745, min=0.08375, max=0.2897","n=9, mean=41.09, min=38.53, max=45.12",,-20.0,2026-06-14T14:55:27.670651,"{'threshold': -20.0, 'refractory_period': 0.002, 'peak_search_window': 0.005, 'dvdt_threshold': 20.0, 'ahp_window': 0.05, 'onset_lookback': 0.01}","{'spike_times': array([0.08375, 0.0951 , 0.11245, 0.14285, 0.17165, 0.1969 , 0.2251 ,
       0.25275, 0.28965])}",,[1675 1902 2249 2857 3433 3938 4502 5055 5793],[0.08375 0.0951  0.11245 0.14285 0.17165 0.1969  0.2251  0.25275 0.28965],"[45.12024  42.929077 42.288208 42.10205  40.89966  39.834595 39.331055
 38.8031   38.528442]",
,,2023_04_11_0021.abf,/Users/anzalks/PycharmProjects/Synaptipy/examples/data/2023_04_11_0021.abf,0.5,IN0,mV,spike_detection,all_trials,14,20,20000.0,40.08056640625,2.15663222712212,81.13170013427734,20.704832616546803,22.46666666666667,6.945222178671544,54.00543212890625,5.618706707647065,-13.92486572265625,4.082858592702792,,0.5650000000000001,0.06344288770224761,34.0399169921875,3.5436435107389834,0.7100000000000001,0.03741657386773942,37.52105712890625,6.37544775569634,266.3177490234375,33.507163826222055,42.37288135593219,-84.86531575520833,6.485395351239681,single_spike,40.08056640625,2.15663222712212,dict,,,0.17,0.02449489742783177,,,,,,,10.0,n=10,"n=10, mean=0.1726, min=0.08075, max=0.2932","n=10, mean=40.08, min=37.36, max=44.56",,-20.0,2026-06-14T14:55:27.670651,"{'threshold': -20.0, 'refractory_period': 0.002, 'peak_search_window': 0.005, 'dvdt_threshold': 20.0, 'ahp_window': 0.05, 'onset_lookback': 0.01}","{'spike_times': array([0.08075, 0.0901 , 0.1075 , 0.12725, 0.1547 , 0.1774 , 0.20135,
       0.2306 , 0.2636 , 0.29315])}",,[1615 1802 2150 2545 3094 3548 4027 4612 5272 5863],"[0.08075 0.0901  0.1075  0.12725 0.1547  0.1774  0.20135 0.2306  0.2636
 0.29315]","[44.56482  41.784668 41.885376 41.018677 40.341187 39.318848 38.650513
 38.171387 37.713623 37.356567]",
,,2023_04_11_0021.abf,/Users/anzalks/PycharmProjects/Synaptipy/examples/data/2023_04_11_0021.abf,0.5,IN0,mV,spike_detection,all_trials,15,20,20000.0,39.11327015269887,2.3244206202899274,80.58088302612305,19.372918109923596,21.779999999999998,7.179909470181362,51.96671919389205,6.549418253843847,-12.853449041193182,4.51778608496921,,0.5545454545454546,0.0655554777357089,35.03945090553977,3.7226087502271175,0.7090909090909091,0.035790944881871865,39.03142755681818,8.082628169558857,251.04777018229169,29.553779476895087,43.63953742090334,-82.62125651041664,8.194581197645098,single_spike,39.11327015269887,2.3244206202899274,dict,,,0.17727272727272728,0.02489647988659845,,,,,,,11.0,n=11,"n=11, mean=0.1783, min=0.08, max=0.3092","n=11, mean=39.11, min=36.36, max=44.03",,-20.0,2026-06-14T14:55:27.670651,"{'threshold': -20.0, 'refractory_period': 0.002, 'peak_search_window': 0.005, 'dvdt_threshold': 20.0, 'ahp_window': 0.05, 'onset_lookback': 0.01}","{'spike_times': array([0.08   , 0.09025, 0.10215, 0.1256 , 0.14605, 0.1717 , 0.1929 ,
       0.2197 , 0.2445 , 0.27925, 0.30915])}",,[1600 1805 2043 2512 2921 3434 3858 4394 4890 5585 6183],"[0.08    0.09025 0.10215 0.1256  0.14605 0.1717  0.1929  0.2197  0.2445
 0.27925 0.30915]","[44.02771  41.815186 40.34729  40.74402  39.39209  38.989258 37.48474
 37.56714  36.795044 36.71875  36.364746]",
,,2023_04_11_0021.abf,/Users/anzalks/PycharmProjects/Synaptipy/examples/data/2023_04_11_0021.abf,0.5,IN0,mV,spike_detection,all_trials,16,20,20000.0,38.48183371803977,2.250412077098442,79.92816508900036,18.71771493659458,20.580000000000002,7.019159493842551,53.12167080965909,5.251950253198778,-14.639837091619318,3.2342831906290255,,0.5909090909090908,0.05961307749365453,32.72982510653409,2.520870330921314,0.7409090909090907,0.0357909448818719,36.5142822265625,7.642805817283623,248.931884765625,34.34714460929362,45.92422502870263,-79.76555101799242,8.698072822846552,single_spike,38.48183371803977,2.250412077098442,dict,,,0.19090909090909092,0.019284730395996746,,,,,,,11.0,n=11,"n=11, mean=0.1728, min=0.07825, max=0.296","n=11, mean=38.48, min=35.84, max=43.66",,-20.0,2026-06-14T14:55:27.670651,"{'threshold': -20.0, 'refractory_period': 0.002, 'peak_search_window': 0.005, 'dvdt_threshold': 20.0, 'ahp_window': 0.05, 'onset_lookback': 0.01}","{'spike_times': array([0.07825, 0.08715, 0.09875, 0.1211 , 0.14405, 0.1637 , 0.18805,
       0.2193 , 0.238  , 0.26675, 0.296  ])}",,[1565 1743 1975 2422 2881 3274 3761 4386 4760 5335 5920],"[0.07825 0.08715 0.09875 0.1211  0.14405 0.1637  0.18805 0.2193  0.238
 0.26675 0.296  ]","[43.6615   40.36255  39.465332 39.98108  39.141846 37.991333 37.5885
 37.21924  36.026    36.026    35.836792]",
,,2023_04_11_0021.abf,/Users/anzalks/PycharmProjects/Synaptipy/examples/data/2023_04_11_0021.abf,0.5,IN0,mV,spike_detection,all_trials,17,20,20000.0,38.10702237215909,2.304077866655252,79.2147480357777,18.391375036194084,20.415,6.512259592491688,51.19046297940341,6.453785627812554,-13.083440607244318,4.313045178998931,,0.5727272727272728,0.08080176743014171,33.97410999644887,3.4231390237411525,0.7363636363636363,0.03748277841470604,37.72416548295455,8.542673123570593,245.6720525568182,36.00362211655234,46.339202965708985,-78.96377101089014,8.963631613746127,single_spike,38.10702237215909,2.304077866655252,dict,,,0.19090909090909092,0.019284730395996746,,,,,,,11.0,n=11,"n=11, mean=0.171, min=0.07735, max=0.2932","n=11, mean=38.11, min=35.24, max=43.49",,-20.0,2026-06-14T14:55:27.670651,"{'threshold': -20.0, 'refractory_period': 0.002, 'peak_search_window': 0.005, 'dvdt_threshold': 20.0, 'ahp_window': 0.05, 'onset_lookback': 0.01}","{'spike_times': array([0.07735, 0.0861 , 0.0974 , 0.11935, 0.1421 , 0.16555, 0.18515,
       0.21035, 0.23675, 0.26725, 0.29315])}",,[1547 1722 1948 2387 2842 3311 3703 4207 4735 5345 5863],"[0.07735 0.0861  0.0974  0.11935 0.1421  0.16555 0.18515 0.21035 0.23675
 0.26725 0.29315]","[43.493652 39.978027 39.004517 39.82849  38.56201  37.860107 36.886597
 36.42578  35.95581  35.9375   35.24475 ]",
,,2023_04_11_0021.abf,/Users/anzalks/PycharmProjects/Synaptipy/examples/data/2023_04_11_0021.abf,0.5,IN0,mV,spike_detection,all_trials,18,20,20000.0,37.33367919921875,2.320087545313494,78.91173362731934,16.925251181019565,19.75,6.563293242101726,50.295003255208336,4.160326365702458,-12.961324055989584,2.147033201147716,,0.5625,0.07107800878846658,34.006754557291664,1.564172174491544,0.7291666666666666,0.037960139913101244,37.87663777669271,7.371449293053138,238.83480495876734,38.96323002544226,47.794916358896366,-77.57907443576389,9.378113984957684,single_spike,37.33367919921875,2.320087545313494,dict,,,0.19583333333333333,0.013819269959814164,,,,,,,12.0,n=12,"n=12, mean=0.1734, min=0.07525, max=0.3054","n=12, mean=37.33, min=34.63, max=42.92",,-20.0,2026-06-14T14:55:27.670651,"{'threshold': -20.0, 'refractory_period': 0.002, 'peak_search_window': 0.005, 'dvdt_threshold': 20.0, 'ahp_window': 0.05, 'onset_lookback': 0.01}","{'spike_times': array([0.07525, 0.08305, 0.0941 , 0.11045, 0.1325 , 0.1547 , 0.1744 ,
       0.20215, 0.2241 , 0.24915, 0.27595, 0.3054 ])}",,[1505 1661 1882 2209 2650 3094 3488 4043 4482 4983 5519 6108],"[0.07525 0.08305 0.0941  0.11045 0.1325  0.1547  0.1744  0.20215 0.2241
 0.24915 0.27595 0.3054 ]","[42.922974 38.95874  38.632202 38.87024  38.528442 37.49695  36.569214
 36.33423  35.39734  34.991455 34.674072 34.628296]",
,,2023_04_11_0021.abf,/Users/anzalks/PycharmProjects/Synaptipy/examples/data/2023_04_11_0021.abf,0.5,IN0,mV,spike_detection,all_trials,19,20,20000.0,36.58472696940104,2.4599008856776416,77.82897345225017,17.29606349371398,17.881818181818183,6.179926181056356,50.1678466796875,6.597214815208114,-13.583119710286459,4.876026438146803,,0.5916666666666667,0.07592027982620247,32.798258463541664,4.067992846091556,0.75,0.054006172486732215,36.379496256510414,6.727738798507536,231.80728488498264,41.155653979508436,52.331113225499514,-73.56007893880208,10.160431453653151,single_spike,36.58472696940104,2.4599008856776416,dict,,,0.19583333333333333,0.02465033242958173,,,,,,,12.0,n=12,"n=12, mean=0.1659, min=0.07475, max=0.285","n=12, mean=36.58, min=32.73, max=42.7",,-20.0,2026-06-14T14:55:27.670651,"{'threshold': -20.0, 'refractory_period': 0.002, 'peak_search_window': 0.005, 'dvdt_threshold': 20.0, 'ahp_window': 0.05, 'onset_lookback': 0.01}","{'spike_times': array([0.07475, 0.0826 , 0.0925 , 0.10685, 0.128  , 0.1477 , 0.1688 ,
       0.1867 , 0.21325, 0.239  , 0.266  , 0.28495])}",,[1495 1652 1850 2137 2560 2954 3376 3734 4265 4780 5320 5699],"[0.07475 0.0826  0.0925  0.10685 0.128   0.1477  0.1688  0.1867  0.21325
 0.239   0.266   0.28495]","[42.697144 38.552856 37.261963 37.72583  37.957764 36.566162 36.083984
 35.064697 35.409546 34.716797 34.246826 32.733154]",
